-15.5,1.0,977600
-14.5,1.0,120384
-13.5,1.0,48480
-12.5,1.0,49616
-11.5,1.0,55296
-10.5,1.0,8336
-9.5,1.0,0
-8.5,1.0,0
-7.5,1.0,0
-6.5,1.0,0
-5.5,1.0,0
-4.5,1.0,0
-3.5,1.0,0
-2.5,1.0,0
-1.5,1.0,0
-0.5,1.0,0
0.5,1.0,0
